repayment_id,loan_id,customer_id,due_date,payment_date,due_amount,paid_amount,payment_status,dpd
R00003894,L0001563,C000022,2026-07-14,2026-07-14,33210,33210,ON_TIME,0
R00003895,L0000762,C000053,2024-05-26,2024-05-26,39221,39221,ON_TIME,0
R00003896,L0001162,C000727,2024-12-31,2024-12-31,38634,38634,ON_TIME,0
R00003897,L0002480,C000902,2025-10-12,2025-10-12,15672,15672,ON_TIME,0
R00003898,L0000568,C000515,2024-12-07,2025-01-06,22224,22224,LATE,30
R00003899,L0001396,C000401,2023-12-26,2023-12-26,18832,18832,ON_TIME,0
R00003900,L0001035,C000864,2024-12-17,2025-04-16,6782,3391,OVERDUE,120
R00003901,L0001684,C000177,2023-10-11,2023-10-11,38398,38398,ON_TIME,0
R00003902,L0000089,C000257,2025-08-22,2025-08-22,37895,37895,ON_TIME,0
R00003903,L0001266,C000612,2023-11-19,2023-11-24,21515,21515,LATE,5
R00003904,L0002011,C000056,2024-08-19,2024-08-19,34203,34203,ON_TIME,0
R00003905,L0000297,C000218,2024-11-29,2024-12-29,14582,14582,LATE,30
R00003906,L0001840,C000253,2026-03-26,2026-03-26,41775,41775,ON_TIME,0
R00003907,L0000305,C000494,2024-03-26,2024-03-26,34113,34113,ON_TIME,0
R00003908,L0000666,C000260,2023-12-08,2024-01-07,9535,9535,LATE,30
R00003909,L0001156,C000932,2025-10-14,2025-10-14,3806,3806,ON_TIME,0
R00003910,L0002183,C000994,2025-01-04,2025-01-04,6914,6914,ON_TIME,0
R00003911,L0000182,C000971,2023-09-24,2023-09-24,41963,41963,ON_TIME,0
R00003912,L0001379,C000392,2025-07-16,2025-07-16,22181,22181,ON_TIME,0
R00003913,L0002233,C000047,2025-03-17,2025-03-17,2014,2014,ON_TIME,0
R00003914,L0000634,C000525,2026-07-08,2026-07-08,14021,14021,ON_TIME,0
R00003915,L0002489,C000103,2023-09-17,2023-10-02,29046,29046,LATE,15
R00003916,L0000364,C000866,2023-12-03,2024-04-01,34728,17364,OVERDUE,120
R00003917,L0001482,C000010,2024-10-11,2024-10-11,6888,6888,ON_TIME,0
R00003918,L0000434,C000318,2024-04-17,2024-04-17,40340,40340,ON_TIME,0
R00003919,L0000983,C000680,2025-03-14,2025-03-19,7703,7703,LATE,5
R00003920,L0002110,C000515,2024-11-30,2024-11-30,49587,49587,ON_TIME,0
R00003921,L0001411,C000229,2025-11-04,2025-11-04,27806,27806,ON_TIME,0
R00003922,L0002478,C000586,2026-07-16,2026-07-16,27196,27196,ON_TIME,0
R00003923,L0001756,C000518,2026-02-04,2026-02-19,18389,18389,LATE,15
R00003924,L0002381,C000765,2024-05-14,2024-06-13,48139,48139,LATE,30
R00003925,L0001865,C000862,2024-01-28,2024-02-02,22438,22438,LATE,5
R00003926,L0001846,C000307,2024-11-10,2024-12-10,45166,45166,LATE,30
R00003927,L0001765,C000485,2024-04-25,2024-04-30,7869,7869,LATE,5
R00003928,L0000583,C000967,2024-07-18,2024-07-18,33536,33536,ON_TIME,0
R00003929,L0001648,C000431,2025-07-19,2025-07-19,45350,45350,ON_TIME,0
R00003930,L0000156,C000079,2026-03-14,2026-05-13,26996,26996,LATE,60
R00003931,L0001499,C000525,2024-01-20,2024-01-20,39505,39505,ON_TIME,0
R00003932,L0001939,C000453,2024-12-11,2024-12-11,45667,45667,ON_TIME,0
R00003933,L0002398,C000125,2024-08-21,2024-08-21,31628,31628,ON_TIME,0
R00003934,L0000200,C000008,2023-11-05,2023-11-05,4396,4396,ON_TIME,0
R00003935,L0002402,C000785,2025-09-21,2025-09-26,27847,27847,LATE,5
R00003936,L0000224,C000056,2025-03-20,2025-03-20,13876,13876,ON_TIME,0
R00003937,L0000932,C000753,2024-10-07,2024-10-22,32020,32020,LATE,15
R00003938,L0001100,C000255,2026-08-06,2026-08-06,22024,22024,ON_TIME,0
R00003939,L0001042,C000685,2026-06-02,2026-06-02,13367,13367,ON_TIME,0
R00003940,L0001889,C000139,2025-05-09,2025-05-09,35352,35352,ON_TIME,0
R00003941,L0001414,C000576,2025-07-04,2025-07-19,39199,39199,LATE,15
R00003942,L0002053,C000190,2025-05-29,2025-06-03,12369,12369,LATE,5
R00003943,L0000428,C000621,2024-02-16,2024-04-16,25794,25794,LATE,60
R00003944,L0000483,C000385,2024-10-26,2024-10-31,32734,32734,LATE,5
R00003945,L0001906,C000554,2024-12-29,2024-12-29,44310,44310,ON_TIME,0
R00003946,L0001936,C000028,2026-04-01,2026-04-01,46697,46697,ON_TIME,0
R00003947,L0002364,C000884,2025-01-11,2025-01-11,14810,14810,ON_TIME,0
R00003948,L0000796,C000147,2024-06-12,2024-06-12,34040,34040,ON_TIME,0
R00003949,L0001563,C000022,2026-02-08,2026-02-08,9768,9768,ON_TIME,0
R00003950,L0000923,C000562,2025-07-25,2025-07-25,23996,23996,ON_TIME,0
R00003951,L0000705,C000456,2026-08-06,2026-08-06,42539,42539,ON_TIME,0
R00003952,L0000597,C000667,2025-01-29,2025-01-29,32575,32575,ON_TIME,0
R00003953,L0001337,C000460,2026-03-03,2026-03-08,15474,15474,LATE,5
R00003954,L0000512,C000346,2024-04-20,2024-04-25,13985,13985,LATE,5
R00003955,L0001321,C000885,2026-08-13,2026-08-28,29112,29112,LATE,15
R00003956,L0000620,C000489,2024-07-22,2024-07-22,40419,40419,ON_TIME,0
R00003957,L0002465,C000257,2024-10-09,2024-10-09,24303,24303,ON_TIME,0
R00003958,L0001302,C000358,2024-04-14,2024-04-14,38164,38164,ON_TIME,0
R00003959,L0000935,C000021,2025-06-24,2025-06-29,43998,43998,LATE,5
R00003960,L0001956,C000927,2026-01-25,2026-01-30,29531,29531,LATE,5
R00003961,L0001722,C000323,2024-07-22,2024-08-06,4289,4289,LATE,15
R00003962,L0001271,C000742,2024-12-27,2025-02-25,36324,36324,LATE,60
R00003963,L0000644,C000350,2025-01-02,2025-01-02,41646,41646,ON_TIME,0
R00003964,L0000683,C000357,2024-01-27,2024-01-27,24725,24725,ON_TIME,0
R00003965,L0000238,C000430,2024-12-21,2024-12-21,33381,33381,ON_TIME,0
R00003966,L0002091,C000035,2026-02-13,2026-03-15,40742,40742,LATE,30
R00003967,L0002278,C000668,2026-05-20,2026-05-20,15928,15928,ON_TIME,0
R00003968,L0000476,C000684,2025-09-02,2025-12-01,14749,3687,OVERDUE,90
R00003969,L0001354,C000417,2026-01-11,2026-01-11,34517,34517,ON_TIME,0
R00003970,L0001984,C000265,2024-06-27,2024-06-27,27079,27079,ON_TIME,0
R00003971,L0002222,C000001,2025-04-23,2025-04-23,34112,34112,ON_TIME,0
R00003972,L0000468,C000483,2025-07-26,2025-07-26,34295,34295,ON_TIME,0
R00003973,L0001059,C000624,2024-02-13,2024-02-18,24980,24980,LATE,5
R00003974,L0000614,C000687,2024-04-19,2024-04-24,19290,19290,LATE,5
R00003975,L0000117,C000609,2025-12-13,2025-12-28,35963,35963,LATE,15
R00003976,L0000361,C000245,2025-08-03,2025-08-03,27378,27378,ON_TIME,0
R00003977,L0000598,C000195,2026-08-30,2026-08-30,18992,18992,ON_TIME,0
R00003978,L0001034,C000864,2025-01-15,2025-02-14,43485,43485,LATE,30
R00003979,L0002455,C000086,2025-11-07,2025-11-07,31007,31007,ON_TIME,0
R00003980,L0002438,C000294,2026-08-16,2026-08-31,24863,24863,LATE,15
R00003981,L0001690,C000432,2025-03-25,2025-03-25,43180,43180,ON_TIME,0
R00003982,L0000033,C000989,2025-09-13,2025-10-13,17637,17637,LATE,30
R00003983,L0000059,C000150,2025-03-20,2025-03-20,31055,31055,ON_TIME,0
R00003984,L0000907,C000284,2025-07-12,2025-09-10,22952,22952,LATE,60
R00003985,L0000856,C000586,2025-09-10,2025-09-15,48982,48982,LATE,5
R00003986,L0000907,C000284,2025-07-01,2025-07-06,18592,18592,LATE,5
R00003987,L0001738,C000338,2025-06-15,2025-06-15,25890,25890,ON_TIME,0
R00003988,L0001232,C000759,2025-09-02,2025-09-02,34450,34450,ON_TIME,0
R00003989,L0001779,C000128,2023-10-29,2023-10-29,44431,44431,ON_TIME,0
R00003990,L0001501,C000440,2026-02-01,2026-02-01,49511,49511,ON_TIME,0
R00003991,L0001840,C000253,2023-10-28,2023-10-28,36355,36355,ON_TIME,0
R00003992,L0002340,C000059,2025-07-01,2025-07-06,22632,22632,LATE,5
R00003993,L0000494,C000612,2024-02-01,2024-03-02,44053,44053,LATE,30
R00003994,L0001231,C000286,2024-04-22,2024-04-27,23808,23808,LATE,5
R00003995,L0000575,C000769,2026-04-29,2026-05-29,17533,17533,LATE,30
R00003996,L0002295,C000807,2024-12-29,2024-12-29,24898,24898,ON_TIME,0
R00003997,L0001145,C000862,2024-09-27,2024-09-27,4132,4132,ON_TIME,0
R00003998,L0001333,C000109,2026-03-06,2026-03-21,33590,33590,LATE,15
R00003999,L0000674,C000917,2025-11-20,2025-11-20,26549,26549,ON_TIME,0
R00004000,L0001017,C000824,2025-04-18,2025-04-18,16150,16150,ON_TIME,0
R00004001,L0000493,C000444,2024-04-01,2024-04-01,36975,36975,ON_TIME,0
R00004002,L0001447,C000527,2026-05-08,2026-05-08,28405,28405,ON_TIME,0
R00004003,L0002308,C000198,2026-01-07,2026-01-12,14224,14224,LATE,5
R00004004,L0002146,C000387,2026-02-11,2026-02-26,9921,9921,LATE,15
R00004005,L0000392,C000525,2024-12-15,2024-12-15,41376,41376,ON_TIME,0
R00004006,L0000011,C000823,2023-12-09,2023-12-09,36397,36397,ON_TIME,0
R00004007,L0000319,C000162,2025-05-18,2025-05-18,20133,20133,ON_TIME,0
R00004008,L0001760,C000940,2024-03-30,2024-04-29,3912,3912,LATE,30
R00004009,L0002133,C000103,2025-06-03,2025-06-03,32054,32054,ON_TIME,0
R00004010,L0001281,C000176,2026-07-23,2026-07-23,20011,20011,ON_TIME,0
R00004011,L0000358,C000737,2023-09-26,2023-09-26,2085,2085,ON_TIME,0
R00004012,L0001456,C000490,2025-09-04,2025-09-19,27318,27318,LATE,15
R00004013,L0001711,C000723,2025-11-29,2025-11-29,48302,48302,ON_TIME,0
R00004014,L0000875,C000325,2025-08-31,2025-08-31,3921,3921,ON_TIME,0
R00004015,L0001246,C000907,2023-12-10,2023-12-10,5007,5007,ON_TIME,0
R00004016,L0001139,C000943,2024-01-26,2024-02-25,11250,11250,LATE,30
R00004017,L0001421,C000600,2023-12-10,2023-12-10,35851,35851,ON_TIME,0
R00004018,L0001609,C000773,2024-11-09,2024-11-09,36928,36928,ON_TIME,0
R00004019,L0002061,C000242,2026-06-22,2026-06-22,40104,40104,ON_TIME,0
R00004020,L0002003,C000919,2024-03-01,2024-03-01,15244,15244,ON_TIME,0
R00004021,L0000006,C000374,2025-02-16,2025-04-17,27858,27858,LATE,60
R00004022,L0002085,C000832,2026-03-28,2026-03-28,44448,44448,ON_TIME,0
R00004023,L0001349,C000190,2024-02-15,2024-02-15,47328,47328,ON_TIME,0
R00004024,L0002124,C000652,2024-12-11,2025-04-10,27827,6956,OVERDUE,120
R00004025,L0001531,C000614,2026-02-11,2026-02-26,18229,18229,LATE,15
R00004026,L0000640,C000251,2025-10-03,2025-10-03,10945,10945,ON_TIME,0
R00004027,L0000761,C000071,2026-08-24,2026-10-23,14882,14882,LATE,60
R00004028,L0000475,C000759,2025-02-12,2025-03-14,39380,39380,LATE,30
R00004029,L0001245,C000392,2023-12-20,2023-12-25,19331,19331,LATE,5
R00004030,L0002066,C000686,2024-03-23,2024-03-23,40970,40970,ON_TIME,0
R00004031,L0000309,C000090,2026-03-13,2026-03-13,5518,5518,ON_TIME,0
R00004032,L0000862,C000241,2026-07-30,2026-08-14,39720,39720,LATE,15
R00004033,L0001868,C000336,2025-11-18,2025-11-18,6575,6575,ON_TIME,0
R00004034,L0000976,C000115,2023-12-08,2023-12-08,7818,7818,ON_TIME,0
R00004035,L0000246,C000274,2026-09-10,2026-09-10,43175,43175,ON_TIME,0
R00004036,L0002364,C000884,2024-07-31,2024-07-31,4943,4943,ON_TIME,0
R00004037,L0001218,C000215,2025-11-26,2025-11-26,36951,36951,ON_TIME,0
R00004038,L0002017,C000101,2024-04-27,2024-04-27,41080,41080,ON_TIME,0
R00004039,L0002411,C000839,2026-02-06,2026-02-06,27673,27673,ON_TIME,0
R00004040,L0000924,C000164,2025-10-25,2025-10-25,35931,35931,ON_TIME,0
R00004041,L0001934,C000154,2024-04-15,2024-04-15,32243,32243,ON_TIME,0
R00004042,L0001409,C000488,2024-08-29,2024-08-29,43539,43539,ON_TIME,0
R00004043,L0002202,C000370,2026-08-01,2026-08-01,35971,35971,ON_TIME,0
R00004044,L0001209,C000350,2026-06-06,2026-06-06,17470,17470,ON_TIME,0
R00004045,L0001286,C000119,2024-05-14,2024-06-13,3423,3423,LATE,30
R00004046,L0000276,C000211,2024-12-27,2024-12-27,19274,19274,ON_TIME,0
R00004047,L0001651,C000392,2026-05-19,2026-05-19,23065,23065,ON_TIME,0
R00004048,L0000600,C000300,2025-01-11,2025-01-11,44945,44945,ON_TIME,0
R00004049,L0000999,C000651,2023-09-27,2023-09-27,48256,48256,ON_TIME,0
R00004050,L0000337,C000109,2025-10-09,2026-01-07,36609,18304,OVERDUE,90
R00004051,L0002121,C000080,2026-05-12,2026-05-12,24373,24373,ON_TIME,0
R00004052,L0001463,C000787,2026-08-20,2026-08-20,24540,24540,ON_TIME,0
R00004053,L0001284,C000355,2024-07-24,2024-07-29,44030,44030,LATE,5
R00004054,L0001251,C000532,2024-03-13,2024-03-18,28862,28862,LATE,5
R00004055,L0000643,C000025,2023-12-30,2023-12-30,32627,32627,ON_TIME,0
R00004056,L0001444,C000607,2023-09-17,2023-09-17,28442,28442,ON_TIME,0
R00004057,L0001655,C000506,2024-05-11,2024-06-10,32826,32826,LATE,30
R00004058,L0000931,C000834,2026-04-11,2026-04-11,32831,32831,ON_TIME,0
R00004059,L0001049,C000198,2024-03-23,2024-03-23,7583,7583,ON_TIME,0
R00004060,L0002441,C000679,2025-12-02,2025-12-07,47848,47848,LATE,5
R00004061,L0002369,C000971,2024-02-14,2024-02-14,9847,9847,ON_TIME,0
R00004062,L0002291,C000767,2024-10-05,2025-01-03,41302,0,OVERDUE,90
R00004063,L0001226,C000027,2024-07-30,2024-07-30,49105,49105,ON_TIME,0
R00004064,L0000388,C000052,2024-02-24,2024-02-24,8216,8216,ON_TIME,0
R00004065,L0000117,C000609,2025-09-21,2025-10-21,39354,39354,LATE,30
R00004066,L0000253,C000967,2023-10-25,2023-10-25,14294,14294,ON_TIME,0
R00004067,L0000860,C000413,2025-11-10,2025-11-10,18616,18616,ON_TIME,0
R00004068,L0000630,C000982,2025-08-06,2025-08-06,44245,44245,ON_TIME,0
R00004069,L0000011,C000823,2025-05-15,2025-05-20,21503,21503,LATE,5
R00004070,L0000458,C000831,2023-12-12,2024-03-11,8714,4357,OVERDUE,90
R00004071,L0001577,C000590,2024-03-24,2024-04-08,15572,15572,LATE,15
R00004072,L0000006,C000374,2024-12-25,2025-02-23,18283,18283,LATE,60
R00004073,L0000595,C000728,2025-06-06,2025-06-06,34803,34803,ON_TIME,0
R00004074,L0000441,C000817,2025-10-07,2025-10-07,23919,23919,ON_TIME,0
R00004075,L0001817,C000096,2024-06-28,2024-08-27,35097,35097,LATE,60
R00004076,L0002327,C000648,2024-09-15,2024-09-30,2767,2767,LATE,15
R00004077,L0001359,C000475,2026-01-13,2026-01-13,6334,6334,ON_TIME,0
R00004078,L0000505,C000564,2024-10-25,2024-11-09,43154,43154,LATE,15
R00004079,L0000351,C000690,2026-04-25,2026-05-25,28506,28506,LATE,30
R00004080,L0000585,C000483,2026-08-10,2026-09-09,25813,25813,LATE,30
R00004081,L0001876,C000705,2025-07-30,2025-07-30,3963,3963,ON_TIME,0
R00004082,L0000387,C000690,2026-07-05,2026-08-04,19519,19519,LATE,30
R00004083,L0001673,C000405,2026-05-02,2026-05-02,4347,4347,ON_TIME,0
R00004084,L0002392,C000068,2024-03-26,2024-06-24,36584,0,OVERDUE,90
R00004085,L0000888,C000881,2025-07-19,2025-08-03,46612,46612,LATE,15
R00004086,L0000504,C000832,2024-05-01,2024-05-06,30925,30925,LATE,5
R00004087,L0001061,C000886,2026-06-01,2026-06-01,19622,19622,ON_TIME,0
R00004088,L0001986,C000754,2023-10-20,2023-10-20,14863,14863,ON_TIME,0
R00004089,L0001913,C000369,2024-06-30,2024-07-30,16942,16942,LATE,30
R00004090,L0000857,C000669,2024-04-24,2024-04-24,25020,25020,ON_TIME,0
R00004091,L0001293,C000648,2026-07-04,2026-07-04,30367,30367,ON_TIME,0
R00004092,L0001398,C000753,2024-09-24,2024-11-23,23532,23532,LATE,60
R00004093,L0001129,C000674,2024-06-08,2024-06-13,47226,47226,LATE,5
R00004094,L0000390,C000439,2025-11-19,2025-11-24,21074,21074,LATE,5
R00004095,L0000767,C000178,2026-09-07,2026-10-07,42644,42644,LATE,30
R00004096,L0002165,C000800,2026-01-13,2026-01-13,14104,14104,ON_TIME,0
R00004097,L0000820,C000351,2024-07-24,2024-07-24,42261,42261,ON_TIME,0
R00004098,L0002435,C000674,2025-09-25,2025-09-25,9712,9712,ON_TIME,0
R00004099,L0000941,C000537,2025-10-02,2025-11-01,38312,38312,LATE,30
R00004100,L0000592,C000955,2024-12-10,2025-01-09,35164,35164,LATE,30
R00004101,L0000985,C000006,2024-12-09,2024-12-09,45464,45464,ON_TIME,0
R00004102,L0002082,C000728,2026-07-19,2026-08-03,18798,18798,LATE,15
R00004103,L0000981,C000276,2024-02-19,2024-02-19,7420,7420,ON_TIME,0
R00004104,L0000159,C000345,2026-03-19,2026-03-19,36030,36030,ON_TIME,0
R00004105,L0000298,C000651,2025-10-21,2025-10-21,42905,42905,ON_TIME,0
R00004106,L0001705,C000710,2025-04-09,2025-04-09,19496,19496,ON_TIME,0
R00004107,L0001718,C000715,2026-07-20,2026-10-18,19508,0,OVERDUE,90
R00004108,L0000805,C000235,2024-11-17,2024-11-22,45187,45187,LATE,5
R00004109,L0002449,C000276,2025-05-16,2025-05-21,22673,22673,LATE,5
R00004110,L0001180,C000052,2025-05-08,2025-09-05,40510,0,OVERDUE,120
R00004111,L0002120,C000859,2026-09-04,2026-09-04,14202,14202,ON_TIME,0
R00004112,L0000060,C000403,2024-03-01,2024-06-29,4206,1051,OVERDUE,120
R00004113,L0001867,C000772,2025-09-06,2025-09-11,26362,26362,LATE,5
R00004114,L0001001,C000903,2025-06-25,2025-06-25,48743,48743,ON_TIME,0
R00004115,L0000496,C000607,2025-07-07,2025-08-06,12126,12126,LATE,30
R00004116,L0002217,C000673,2024-05-04,2024-05-04,42959,42959,ON_TIME,0
R00004117,L0000802,C000258,2023-10-30,2023-11-14,10139,10139,LATE,15
R00004118,L0000371,C000327,2024-11-30,2024-12-15,12417,12417,LATE,15
R00004119,L0002228,C000394,2025-08-27,2025-08-27,44531,44531,ON_TIME,0
R00004120,L0000178,C000611,2024-03-21,2024-03-21,10541,10541,ON_TIME,0
R00004121,L0000448,C000746,2026-02-09,2026-02-14,41198,41198,LATE,5
R00004122,L0001351,C000829,2025-05-13,2025-05-18,28358,28358,LATE,5
R00004123,L0001815,C000069,2023-10-04,2023-10-04,16348,16348,ON_TIME,0
R00004124,L0002390,C000576,2026-03-06,2026-03-06,41347,41347,ON_TIME,0
R00004125,L0001375,C000462,2024-12-30,2025-01-29,12822,12822,LATE,30
R00004126,L0002024,C000735,2023-11-08,2024-01-07,25476,25476,LATE,60
R00004127,L0000305,C000494,2026-06-15,2026-07-15,28184,28184,LATE,30
R00004128,L0000462,C000105,2026-06-23,2026-06-23,2210,2210,ON_TIME,0
R00004129,L0001715,C000987,2026-07-03,2026-10-31,3923,980,OVERDUE,120
R00004130,L0000445,C000952,2026-05-06,2026-05-11,40873,40873,LATE,5
R00004131,L0000102,C000002,2025-08-07,2025-08-07,25148,25148,ON_TIME,0
R00004132,L0000826,C000448,2023-11-22,2023-11-22,5940,5940,ON_TIME,0
R00004133,L0000744,C000101,2025-03-21,2025-04-20,46736,46736,LATE,30
R00004134,L0000466,C000920,2024-04-20,2024-04-20,12705,12705,ON_TIME,0
R00004135,L0000732,C000766,2025-09-12,2025-09-12,11566,11566,ON_TIME,0
R00004136,L0002237,C000942,2025-08-29,2025-09-28,43153,43153,LATE,30
R00004137,L0001842,C000309,2024-11-20,2024-11-25,16090,16090,LATE,5
R00004138,L0001448,C000958,2023-10-01,2023-10-01,23388,23388,ON_TIME,0
R00004139,L0000731,C000944,2024-05-19,2024-05-19,21150,21150,ON_TIME,0
R00004140,L0002093,C000620,2025-03-25,2025-03-25,7137,7137,ON_TIME,0
R00004141,L0002392,C000068,2025-11-02,2025-11-07,36845,36845,LATE,5
R00004142,L0002477,C000555,2025-11-06,2025-11-06,4554,4554,ON_TIME,0
R00004143,L0002280,C000261,2024-08-09,2024-08-24,47407,47407,LATE,15
R00004144,L0000299,C000309,2025-03-11,2025-04-10,35893,35893,LATE,30
R00004145,L0000026,C000540,2025-12-10,2025-12-10,5635,5635,ON_TIME,0
R00004146,L0001853,C000177,2025-05-15,2025-05-15,10155,10155,ON_TIME,0
R00004147,L0002027,C000069,2025-11-21,2025-12-06,4132,4132,LATE,15
R00004148,L0000309,C000090,2023-12-23,2023-12-28,5664,5664,LATE,5
R00004149,L0001888,C000201,2024-06-14,2024-08-13,24714,24714,LATE,60
R00004150,L0002357,C000557,2026-07-01,2026-07-01,20866,20866,ON_TIME,0
R00004151,L0000148,C000221,2024-05-09,2024-05-24,16255,16255,LATE,15
R00004152,L0001224,C000756,2025-03-16,2025-05-15,25521,25521,LATE,60
R00004153,L0002063,C000775,2026-07-01,2026-07-01,33812,33812,ON_TIME,0
R00004154,L0000405,C000958,2026-02-07,2026-02-12,15406,15406,LATE,5
R00004155,L0000144,C000680,2025-02-25,2025-03-02,36434,36434,LATE,5
R00004156,L0001950,C000134,2025-08-30,2025-11-28,11854,2963,OVERDUE,90
R00004157,L0000184,C000683,2024-04-21,2024-05-21,23594,23594,LATE,30
R00004158,L0001888,C000201,2024-11-22,2024-11-27,23457,23457,LATE,5
R00004159,L0001021,C000363,2026-07-05,2026-07-05,8879,8879,ON_TIME,0
R00004160,L0002087,C000985,2024-12-30,2024-12-30,7547,7547,ON_TIME,0
R00004161,L0001281,C000176,2025-05-20,2025-05-20,33851,33851,ON_TIME,0
R00004162,L0001707,C000904,2023-12-31,2023-12-31,46465,46465,ON_TIME,0
R00004163,L0000319,C000162,2026-06-15,2026-06-15,35765,35765,ON_TIME,0
R00004164,L0000378,C000665,2025-10-07,2025-11-06,30612,30612,LATE,30
R00004165,L0002414,C000453,2025-04-23,2025-07-22,10618,5309,OVERDUE,90
R00004166,L0002414,C000453,2025-09-18,2025-09-18,8453,8453,ON_TIME,0
R00004167,L0000471,C000906,2026-04-15,2026-04-15,14102,14102,ON_TIME,0
R00004168,L0001800,C000203,2026-07-06,2026-08-05,25929,25929,LATE,30
R00004169,L0002180,C000248,2024-06-23,2024-06-28,46928,46928,LATE,5
R00004170,L0001643,C000408,2026-02-27,2026-02-27,36594,36594,ON_TIME,0
R00004171,L0002024,C000735,2025-11-12,2025-11-27,45344,45344,LATE,15
R00004172,L0001029,C000883,2026-07-06,2026-07-21,24055,24055,LATE,15
R00004173,L0002472,C000329,2025-12-11,2026-02-09,40780,40780,LATE,60
R00004174,L0002051,C000781,2024-10-23,2024-10-23,5515,5515,ON_TIME,0
R00004175,L0002027,C000069,2024-04-05,2024-07-04,10122,5061,OVERDUE,90
R00004176,L0001338,C000060,2026-09-04,2026-09-04,49626,49626,ON_TIME,0
R00004177,L0001348,C000029,2025-02-01,2025-03-03,42670,42670,LATE,30
R00004178,L0001344,C000813,2026-03-19,2026-03-19,21879,21879,ON_TIME,0
R00004179,L0002008,C000166,2026-03-07,2026-03-07,34886,34886,ON_TIME,0
R00004180,L0002146,C000387,2025-03-10,2025-03-10,8770,8770,ON_TIME,0
R00004181,L0001314,C000801,2026-03-12,2026-03-17,24189,24189,LATE,5
R00004182,L0000541,C000611,2026-05-03,2026-05-03,48439,48439,ON_TIME,0
R00004183,L0000463,C000634,2025-06-05,2025-06-20,35587,35587,LATE,15
R00004184,L0000828,C000687,2023-12-30,2024-01-04,40351,40351,LATE,5
R00004185,L0001063,C000244,2023-11-25,2023-12-10,48726,48726,LATE,15
R00004186,L0000936,C000645,2023-11-01,2023-12-01,3995,3995,LATE,30
R00004187,L0001051,C000142,2024-05-21,2024-05-21,10927,10927,ON_TIME,0
R00004188,L0001399,C000293,2024-09-10,2024-09-15,20881,20881,LATE,5
R00004189,L0000234,C000014,2024-02-13,2024-02-13,21036,21036,ON_TIME,0
R00004190,L0002474,C000971,2026-07-16,2026-07-16,23786,23786,ON_TIME,0
R00004191,L0000120,C000004,2024-02-29,2024-02-29,29064,29064,ON_TIME,0
R00004192,L0000021,C000315,2025-10-31,2025-11-05,25665,25665,LATE,5
R00004193,L0001514,C000990,2026-08-07,2026-08-07,25088,25088,ON_TIME,0
R00004194,L0002055,C000628,2025-09-26,2025-10-01,15784,15784,LATE,5
R00004195,L0001645,C000486,2025-01-31,2025-01-31,23799,23799,ON_TIME,0
R00004196,L0001819,C000484,2024-09-10,2024-09-10,7098,7098,ON_TIME,0
R00004197,L0000230,C000211,2024-09-18,2024-10-18,35278,35278,LATE,30
R00004198,L0002047,C000917,2024-02-27,2024-03-13,10788,10788,LATE,15
R00004199,L0002123,C000818,2024-06-13,2024-06-18,31270,31270,LATE,5
R00004200,L0000400,C000741,2025-05-05,2025-05-05,23609,23609,ON_TIME,0
R00004201,L0002245,C000002,2025-06-30,2025-06-30,31623,31623,ON_TIME,0
R00004202,L0002270,C000858,2023-12-25,2023-12-30,34319,34319,LATE,5
R00004203,L0001359,C000475,2023-12-22,2023-12-22,39645,39645,ON_TIME,0
R00004204,L0002399,C000050,2026-04-24,2026-05-24,26244,26244,LATE,30
R00004205,L0001730,C000025,2024-10-10,2024-10-10,48402,48402,ON_TIME,0
R00004206,L0001450,C000870,2024-03-12,2024-03-12,16209,16209,ON_TIME,0
