credit_id,customer_id,credit_score,total_accounts,active_accounts,overdue_accounts,credit_utilization,record_date
CR0002404,C000231,542,10,2,1,0.7,2024-10-20
CR0002405,C000820,646,11,2,0,0.17,2026-02-07
CR0002406,C000627,486,1,9,0,0.28,2026-01-12
CR0002407,C000374,300,2,6,4,0.22,2025-09-02
CR0002408,C000597,479,9,4,2,0.17,2025-05-26
CR0002409,C000413,604,8,10,0,0.59,2026-04-07
CR0002410,C000083,837,3,9,0,0.77,2026-04-09
CR0002411,C000043,794,6,5,0,0.35,2026-08-21
CR0002412,C000761,575,12,5,1,0.86,2026-05-28
CR0002413,C000581,358,15,7,2,0.44,2025-12-02
CR0002414,C000535,371,4,8,1,0.16,2024-12-25
CR0002415,C000267,303,12,6,2,0.94,2025-02-27
CR0002416,C000655,518,11,2,1,0.75,2026-07-18
CR0002417,C000615,742,11,2,1,0.49,2024-10-23
CR0002418,C000552,778,8,3,1,0.9,2026-05-31
CR0002419,C000693,724,15,8,5,0.91,2026-01-28
CR0002420,C000396,707,7,4,5,0.48,2025-04-23
CR0002421,C000847,753,1,3,4,0.38,2025-05-25
CR0002422,C000890,543,7,0,2,0.6,2026-05-28
CR0002423,C000974,473,10,8,2,0.17,2024-10-29
CR0002424,C000255,594,2,0,5,0.48,2026-04-16
CR0002425,C000608,604,12,0,1,0.86,2024-11-09
CR0002426,C000428,576,1,10,5,0.83,2025-11-14
CR0002427,C000368,784,13,5,4,0.2,2025-12-27
CR0002428,C000543,764,7,2,2,0.56,2025-07-09
CR0002429,C000158,302,14,6,1,0.06,2024-11-26
CR0002430,C000241,340,4,6,1,0.77,2025-07-22
CR0002431,C000082,665,11,6,2,0.9,2025-04-02
CR0002432,C000595,372,5,9,3,0.29,2025-02-01
CR0002433,C000813,797,11,9,1,0.14,2025-03-21
CR0002434,C000573,522,10,9,5,0.49,2026-05-07
CR0002435,C000918,888,14,8,5,0.3,2026-07-20
CR0002436,C000117,379,5,9,5,0.51,2025-07-22
CR0002437,C000764,335,10,9,2,0.78,2024-11-24
CR0002438,C000998,314,14,4,4,0.68,2024-10-01
CR0002439,C000410,512,3,6,3,0.32,2026-07-10
CR0002440,C000045,430,3,3,4,0.28,2025-02-24
CR0002441,C000317,690,2,2,0,0.19,2025-01-20
CR0002442,C000301,861,10,8,5,0.12,2025-07-14
CR0002443,C000674,406,6,9,2,0.56,2026-05-14
CR0002444,C000618,647,4,4,0,0.05,2025-07-25
CR0002445,C000800,374,3,10,3,0.44,2025-04-25
CR0002446,C000680,467,3,3,4,0.92,2026-01-31
CR0002447,C000161,611,8,4,1,0.79,2026-04-23
CR0002448,C000427,465,6,6,5,0.46,2026-02-06
CR0002449,C000351,816,12,7,0,0.81,2025-01-13
CR0002450,C000330,813,9,2,1,0.23,2024-12-18
CR0002451,C000811,838,11,8,5,0.48,2025-05-05
CR0002452,C000736,637,11,8,2,0.11,2025-10-02
CR0002453,C000334,834,1,6,5,0.12,2026-05-31
CR0002454,C000153,504,12,4,4,0.63,2025-08-17
CR0002455,C000999,710,5,7,5,0.93,2026-04-10
CR0002456,C000060,849,14,4,3,0.07,2026-06-04
CR0002457,C000819,632,9,6,5,0.45,2026-09-01
CR0002458,C000337,575,10,6,1,0.85,2025-05-14
CR0002459,C000666,854,4,0,4,0.82,2026-08-18
CR0002460,C000559,755,3,3,3,0.77,2026-03-02
CR0002461,C000875,351,14,8,0,0.57,2025-12-28
CR0002462,C000537,444,7,1,3,0.41,2024-12-26
CR0002463,C000602,307,2,6,2,0.37,2025-06-21
CR0002464,C000779,626,12,7,5,0.51,2026-02-14
CR0002465,C000421,584,6,7,5,0.88,2024-11-29
CR0002466,C000989,708,6,5,2,0.85,2026-06-24
CR0002467,C000569,660,2,2,2,0.47,2025-06-28
CR0002468,C000123,581,1,0,0,0.4,2025-10-19
CR0002469,C000066,757,6,8,3,0.78,2025-02-18
CR0002470,C000007,435,5,10,0,0.37,2025-10-01
CR0002471,C000368,724,7,5,2,0.34,2025-08-27
CR0002472,C000140,457,3,4,2,0.28,2026-08-04
CR0002473,C000798,824,10,9,3,0.89,2025-07-14
CR0002474,C000492,305,3,3,1,0.53,2025-09-21
CR0002475,C000977,847,7,0,4,0.75,2025-04-12
CR0002476,C000645,625,14,7,0,0.71,2025-11-27
CR0002477,C000082,763,1,3,3,0.22,2025-12-26
CR0002478,C000932,605,13,4,1,0.87,2025-08-10
CR0002479,C000452,824,11,6,0,0.21,2024-11-25
CR0002480,C000866,640,12,0,4,0.6,2026-04-26
CR0002481,C000543,847,4,0,4,0.75,2025-08-10
CR0002482,C000903,584,12,1,1,0.29,2026-06-07
CR0002483,C000794,892,1,9,3,0.62,2025-06-29
CR0002484,C000059,787,10,7,4,0.84,2026-01-05
CR0002485,C000788,438,14,4,2,0.94,2025-02-07
CR0002486,C000662,868,5,1,1,0.38,2025-08-19
CR0002487,C000700,576,9,0,2,0.34,2026-01-18
CR0002488,C000781,343,8,3,2,0.73,2025-08-12
CR0002489,C000406,686,13,7,2,0.94,2024-11-27
CR0002490,C000408,314,10,5,3,0.63,2024-10-17
CR0002491,C000055,528,10,4,5,0.07,2025-10-19
CR0002492,C000473,644,10,10,4,0.09,2025-06-08
CR0002493,C000309,742,1,2,5,0.61,2025-09-11
CR0002494,C000379,576,3,10,0,0.77,2026-02-23
CR0002495,C000233,392,6,8,4,0.93,2025-03-09
CR0002496,C000274,443,6,8,2,0.6,2026-02-01
CR0002497,C000776,317,8,3,2,0.19,2026-03-03
CR0002498,C000765,532,2,9,5,0.45,2026-03-24
CR0002499,C000771,770,8,4,4,0.44,2025-01-14
CR0002500,C000070,671,10,5,0,0.64,2026-09-08
CR0002501,C000611,368,9,6,5,0.29,2025-10-05
CR0002502,C000981,835,12,2,1,0.05,2025-10-30
CR0002503,C000603,834,13,2,4,0.34,2026-01-17
CR0002504,C000891,832,14,6,5,0.51,2026-01-31
CR0002505,C000933,583,2,9,3,0.19,2025-10-28
CR0002506,C000201,525,3,6,0,0.71,2024-11-20
CR0002507,C000980,669,12,8,3,0.69,2025-04-29
CR0002508,C000023,586,3,7,3,0.8,2025-09-14
CR0002509,C000210,599,15,8,1,0.14,2025-08-21
CR0002510,C000667,754,4,0,3,0.41,2024-11-16
CR0002511,C000389,518,11,10,5,0.13,2026-08-21
CR0002512,C000077,394,13,8,0,0.47,2026-05-31
CR0002513,C000775,812,3,4,1,0.85,2025-09-21
CR0002514,C000870,670,14,5,4,0.33,2025-05-07
CR0002515,C000620,861,10,0,3,0.89,2025-01-09
CR0002516,C000514,541,3,7,5,0.18,2024-12-24
CR0002517,C000583,785,2,7,4,0.5,2026-03-01
CR0002518,C000150,893,1,2,1,0.26,2026-08-18
CR0002519,C000619,886,1,0,5,0.78,2025-05-07
CR0002520,C000882,738,6,4,5,0.54,2026-07-01
CR0002521,C000847,758,1,10,4,0.3,2025-03-28
CR0002522,C000042,777,8,9,2,0.68,2025-10-27
CR0002523,C000041,372,11,7,3,0.5,2025-08-14
CR0002524,C000015,621,4,9,4,0.12,2025-05-03
CR0002525,C000382,857,9,9,5,0.09,2025-12-01
CR0002526,C000885,763,12,3,3,0.51,2024-10-23
CR0002527,C000961,661,10,1,2,0.49,2025-11-17
CR0002528,C000056,359,9,9,2,0.38,2024-11-14
CR0002529,C000817,699,3,6,4,0.24,2026-08-29
CR0002530,C000565,569,9,8,3,0.42,2024-10-21
CR0002531,C000467,837,1,2,0,0.67,2025-10-19
CR0002532,C000212,708,2,2,1,0.58,2024-12-08
CR0002533,C000519,411,3,1,5,0.76,2025-10-17
CR0002534,C000039,328,11,5,5,0.13,2025-08-12
CR0002535,C000512,859,2,2,4,0.63,2025-08-02
CR0002536,C000748,852,9,10,3,0.81,2024-11-28
CR0002537,C000828,400,9,2,0,0.63,2025-09-11
CR0002538,C000736,800,1,6,3,0.69,2026-02-11
CR0002539,C000624,337,14,1,0,0.46,2026-03-29
CR0002540,C000312,435,4,7,1,0.58,2025-12-01
CR0002541,C000019,447,7,8,4,0.85,2026-06-09
CR0002542,C000170,529,5,8,5,0.89,2025-03-31
CR0002543,C000315,747,11,4,4,0.86,2025-06-19
CR0002544,C000228,347,4,5,0,0.43,2025-04-01
CR0002545,C000625,635,8,8,4,0.42,2025-12-14
CR0002546,C000101,831,13,3,1,0.35,2024-11-18
CR0002547,C000253,756,1,7,3,0.26,2026-05-06
CR0002548,C000123,403,13,2,5,0.86,2025-10-12
CR0002549,C000735,523,2,5,2,0.36,2024-09-28
CR0002550,C000137,343,11,5,3,0.66,2024-12-13
CR0002551,C000086,333,6,2,5,0.13,2026-04-14
CR0002552,C000978,789,10,9,5,0.84,2026-02-11
CR0002553,C000179,527,9,4,5,0.79,2025-09-10
CR0002554,C000428,569,1,4,2,0.93,2025-02-02
CR0002555,C000656,850,4,1,0,0.33,2026-05-19
CR0002556,C000882,615,15,7,0,0.64,2025-02-04
CR0002557,C000941,404,13,2,1,0.93,2026-07-02
CR0002558,C000199,630,14,0,1,0.41,2025-07-18
CR0002559,C000653,754,2,5,5,0.73,2024-10-21
CR0002560,C000996,846,10,1,5,0.08,2024-11-19
CR0002561,C000674,748,15,7,4,0.45,2025-08-05
CR0002562,C001000,354,14,2,1,0.62,2026-07-28
CR0002563,C000079,609,13,10,2,0.37,2026-03-17
CR0002564,C000859,824,5,4,3,0.93,2025-05-05
CR0002565,C000094,888,13,4,0,0.87,2025-05-17
CR0002566,C000174,537,14,6,5,0.82,2025-12-16
CR0002567,C000085,605,14,0,0,0.44,2026-04-01
CR0002568,C000336,437,10,5,3,0.25,2025-09-04
CR0002569,C000733,810,9,10,1,0.83,2026-04-27
CR0002570,C000058,663,10,7,2,0.46,2026-02-18
CR0002571,C000735,464,10,10,1,0.65,2025-08-31
CR0002572,C000253,539,2,8,3,0.92,2026-01-13
CR0002573,C000008,513,12,0,1,0.56,2026-06-05
CR0002574,C000706,390,6,8,2,0.88,2025-04-09
CR0002575,C000847,611,11,2,1,0.25,2025-06-08
CR0002576,C000264,607,2,6,5,0.39,2026-08-30
CR0002577,C000952,863,6,10,5,0.28,2026-07-24
CR0002578,C000571,553,10,6,3,0.07,2026-06-07
CR0002579,C000243,777,15,3,2,0.31,2025-02-08
CR0002580,C000781,693,14,7,5,0.28,2025-02-26
CR0002581,C000323,480,12,1,2,0.72,2025-02-06
CR0002582,C000302,886,6,8,2,0.64,2024-11-15
CR0002583,C000338,798,5,9,0,0.43,2026-04-19
CR0002584,C000545,752,1,5,0,0.9,2025-12-29
CR0002585,C000868,469,2,8,5,0.13,2025-04-05
CR0002586,C000288,878,9,1,5,0.8,2026-07-25
CR0002587,C000024,593,15,1,1,0.76,2026-02-21
CR0002588,C000735,607,14,4,5,0.48,2024-12-07
CR0002589,C000979,359,12,9,2,0.79,2025-08-18
CR0002590,C000543,508,12,7,3,0.31,2025-11-05
CR0002591,C000319,431,10,2,4,0.41,2024-09-29
CR0002592,C000037,547,4,0,1,0.43,2024-09-20
CR0002593,C000200,656,15,0,4,0.7,2025-07-19
CR0002594,C000748,899,7,2,0,0.55,2024-12-15
CR0002595,C000163,493,7,6,3,0.46,2024-09-26
CR0002596,C000600,686,7,6,3,0.91,2025-01-27
CR0002597,C000834,301,3,5,5,0.4,2026-02-07
CR0002598,C000550,546,5,2,0,0.17,2025-09-21
CR0002599,C000572,431,3,10,5,0.93,2025-09-08
CR0002600,C000036,575,10,9,4,0.09,2026-03-07
CR0002601,C000022,513,12,7,3,0.55,2025-07-27
CR0002602,C000262,731,8,5,4,0.72,2026-07-22
CR0002603,C000253,396,8,7,4,0.11,2026-02-08
CR0002604,C000945,453,11,4,2,0.78,2026-04-17
CR0002605,C000686,423,5,4,0,0.61,2025-12-27
CR0002606,C000510,516,4,5,0,0.46,2026-04-02
CR0002607,C000781,704,15,5,3,0.84,2025-09-29
CR0002608,C000422,443,14,6,0,0.15,2025-05-09
CR0002609,C000149,692,4,7,1,0.39,2026-01-09
CR0002610,C000608,368,10,9,2,0.71,2026-06-09
CR0002611,C000050,690,15,9,5,0.35,2026-01-08
CR0002612,C000558,896,13,2,5,0.21,2025-06-23
CR0002613,C000489,749,7,4,0,0.32,2026-03-06
CR0002614,C000389,346,1,3,4,0.34,2026-02-21
CR0002615,C000085,483,12,5,2,0.11,2026-03-06
CR0002616,C000694,513,14,4,2,0.88,2026-02-22
CR0002617,C000891,561,15,8,3,0.48,2025-07-19
CR0002618,C000055,484,9,8,1,0.57,2026-06-02
CR0002619,C000212,607,8,3,1,0.11,2025-05-09
CR0002620,C000940,669,5,6,5,0.72,2024-11-23
CR0002621,C000123,385,6,10,3,0.31,2024-12-22
CR0002622,C000613,502,3,5,0,0.15,2024-12-29
CR0002623,C000193,768,9,8,3,0.58,2024-09-26
CR0002624,C000209,624,4,1,1,0.84,2025-02-11
CR0002625,C000815,308,5,0,4,0.34,2024-12-11
CR0002626,C000004,549,8,7,5,0.44,2026-06-11
CR0002627,C000245,397,9,3,0,0.68,2024-09-28
CR0002628,C000270,682,9,0,0,0.14,2026-03-10
CR0002629,C000863,848,8,3,0,0.33,2025-02-09
CR0002630,C000456,896,2,5,0,0.89,2026-07-15
CR0002631,C000526,556,4,6,3,0.53,2024-10-06
CR0002632,C000380,474,11,1,0,0.49,2025-02-25
CR0002633,C000955,861,2,8,3,0.14,2025-09-24
CR0002634,C000163,715,11,8,2,0.43,2026-02-01
CR0002635,C000683,431,6,7,0,0.42,2025-01-06
CR0002636,C000158,861,11,0,1,0.83,2026-02-02
CR0002637,C000576,892,11,3,1,0.88,2025-03-22
CR0002638,C000265,373,6,4,1,0.69,2025-08-20
CR0002639,C000636,500,1,6,0,0.1,2026-07-02
CR0002640,C000974,499,1,2,4,0.44,2026-01-15
CR0002641,C000481,643,11,5,5,0.07,2026-07-14
CR0002642,C000114,634,15,2,1,0.31,2026-05-22
CR0002643,C000464,397,2,4,1,0.07,2025-11-08
CR0002644,C000615,718,8,0,0,0.33,2025-02-11
CR0002645,C000223,562,6,9,4,0.18,2024-11-21
CR0002646,C000303,397,14,6,3,0.85,2025-05-07
CR0002647,C000843,510,14,8,1,0.17,2026-05-06
CR0002648,C000082,439,5,0,0,0.94,2025-09-10
CR0002649,C000367,537,14,9,1,0.22,2025-01-09
CR0002650,C000197,480,1,5,3,0.18,2025-09-19
CR0002651,C000451,328,2,10,5,0.6,2025-08-09
CR0002652,C000355,347,14,1,0,0.73,2024-10-02
CR0002653,C000061,562,9,4,1,0.25,2024-12-15
CR0002654,C000423,403,4,3,5,0.21,2025-01-23
CR0002655,C000972,485,9,6,0,0.77,2026-08-17
CR0002656,C000238,462,4,9,2,0.35,2025-01-12
CR0002657,C000718,721,11,4,2,0.16,2026-04-12
CR0002658,C000628,611,3,8,3,0.32,2026-03-15
CR0002659,C000766,605,10,7,3,0.76,2025-08-27
CR0002660,C000817,477,5,9,4,0.44,2025-09-27
CR0002661,C000203,497,5,2,5,0.1,2025-09-17
CR0002662,C000687,897,6,3,3,0.73,2024-10-01
CR0002663,C000330,784,11,3,2,0.65,2026-07-15
CR0002664,C000738,863,11,10,2,0.21,2025-08-31
CR0002665,C000141,783,14,3,2,0.41,2025-12-14
CR0002666,C000224,394,6,2,3,0.93,2025-03-23
CR0002667,C000508,713,6,5,4,0.81,2025-02-19
CR0002668,C000876,573,8,6,1,0.38,2025-05-03
CR0002669,C000205,552,14,10,4,0.1,2025-12-02
CR0002670,C000019,726,7,4,0,0.29,2026-06-22
CR0002671,C000355,678,4,3,3,0.81,2026-06-25
CR0002672,C000390,679,3,4,3,0.75,2025-07-17
CR0002673,C000566,577,15,6,3,0.7,2024-10-25
CR0002674,C000200,538,6,3,4,0.57,2025-06-02
CR0002675,C000860,717,3,10,4,0.55,2024-09-22
CR0002676,C000158,647,12,3,1,0.31,2024-12-04
CR0002677,C000498,697,8,9,1,0.32,2026-01-18
CR0002678,C000454,646,8,1,1,0.63,2026-07-06
CR0002679,C000073,728,4,10,4,0.89,2026-03-23
CR0002680,C000341,631,5,3,5,0.31,2025-08-17
CR0002681,C000948,861,6,8,5,0.44,2025-08-04
CR0002682,C000473,891,1,6,0,0.4,2026-07-07
CR0002683,C000743,851,3,4,4,0.47,2025-10-06
CR0002684,C000830,542,10,9,4,0.76,2026-04-11
CR0002685,C000555,379,7,1,2,0.82,2025-12-09
CR0002686,C000287,812,2,1,3,0.86,2025-12-22
CR0002687,C000981,827,11,3,5,0.47,2026-04-06
CR0002688,C000765,329,4,0,3,0.78,2025-11-20
CR0002689,C000091,785,3,6,0,0.47,2025-04-29
CR0002690,C000045,470,13,0,0,0.3,2024-10-14
CR0002691,C000749,733,14,7,4,0.86,2025-09-29
CR0002692,C000053,319,9,2,3,0.71,2025-07-23
CR0002693,C000363,887,4,1,1,0.93,2025-09-28
CR0002694,C000554,592,7,3,4,0.74,2025-10-19
CR0002695,C000964,752,7,2,2,0.63,2025-12-19
CR0002696,C000511,447,12,9,5,0.2,2026-04-01
CR0002697,C000703,603,6,6,1,0.88,2026-01-03
CR0002698,C000040,495,10,1,3,0.17,2026-09-12
CR0002699,C000646,899,14,9,5,0.86,2026-02-25
CR0002700,C000100,311,4,6,4,0.29,2026-08-19
CR0002701,C000759,381,11,1,1,0.63,2026-06-12
CR0002702,C000664,692,12,4,4,0.46,2026-07-21
CR0002703,C000771,719,8,10,0,0.42,2025-09-29
CR0002704,C000244,863,4,3,2,0.25,2025-03-15
CR0002705,C000879,413,1,1,3,0.15,2026-03-24
CR0002706,C000990,658,13,9,0,0.15,2024-11-02
CR0002707,C000029,552,10,9,2,0.71,2025-10-31
CR0002708,C000556,334,13,1,1,0.25,2024-09-30
CR0002709,C000335,578,5,3,3,0.88,2025-08-09
CR0002710,C000728,729,14,7,5,0.77,2025-12-07
CR0002711,C000709,580,9,1,2,0.09,2025-05-19
CR0002712,C000706,876,9,4,0,0.71,2025-11-19
CR0002713,C000260,372,14,6,3,0.59,2024-11-04
CR0002714,C000153,338,2,4,4,0.13,2025-04-12
CR0002715,C000316,710,1,4,4,0.64,2026-08-10
CR0002716,C000845,385,13,0,0,0.81,2026-02-01
CR0002717,C000644,465,15,0,1,0.53,2025-08-06
CR0002718,C000788,727,14,6,0,0.41,2026-08-07
CR0002719,C000007,857,1,1,4,0.59,2025-09-18
CR0002720,C000022,552,5,2,0,0.91,2024-12-15
CR0002721,C000683,505,5,8,5,0.89,2025-10-05
CR0002722,C000377,609,9,4,1,0.95,2026-01-12
CR0002723,C000466,514,6,3,0,0.43,2026-09-15
CR0002724,C000192,789,10,10,0,0.49,2026-01-30
CR0002725,C000829,402,4,8,3,0.1,2025-06-12
CR0002726,C000789,631,13,7,0,0.82,2025-08-30
CR0002727,C000474,388,13,7,0,0.23,2026-03-11
CR0002728,C000548,438,13,1,4,0.66,2025-08-20
CR0002729,C000205,316,3,4,3,0.65,2024-10-02
CR0002730,C000165,304,3,8,4,0.77,2025-01-19
CR0002731,C000683,390,5,1,0,0.17,2025-04-27
CR0002732,C000695,846,8,10,2,0.34,2026-04-03
CR0002733,C000306,796,15,1,4,0.24,2025-02-12
CR0002734,C000930,746,8,8,2,0.49,2025-09-15
CR0002735,C000071,601,14,6,1,0.59,2025-06-10
CR0002736,C000500,544,9,1,0,0.88,2025-08-22
CR0002737,C000748,811,5,9,0,0.64,2025-03-15
CR0002738,C000843,688,2,9,2,0.2,2025-10-15
CR0002739,C000949,455,2,5,2,0.84,2025-03-05
CR0002740,C000189,377,12,3,0,0.88,2025-12-16
CR0002741,C000023,523,6,0,3,0.59,2026-08-23
CR0002742,C000658,743,11,2,3,0.11,2026-03-02
CR0002743,C000398,861,5,5,2,0.2,2025-06-06
CR0002744,C000676,630,3,10,3,0.72,2026-09-01
CR0002745,C000801,376,1,2,5,0.38,2025-12-27
CR0002746,C000213,798,12,1,5,0.47,2026-07-10
CR0002747,C000774,855,10,9,2,0.52,2026-07-02
CR0002748,C000759,667,7,6,4,0.3,2026-03-25
CR0002749,C000833,883,10,3,0,0.08,2026-02-08
CR0002750,C000497,408,10,10,5,0.71,2025-09-14
CR0002751,C000846,743,8,5,5,0.88,2024-12-26
CR0002752,C000487,513,6,5,4,0.32,2026-08-02
CR0002753,C000370,449,14,2,3,0.62,2025-05-01
CR0002754,C000015,388,8,2,3,0.41,2026-03-31
CR0002755,C000266,670,7,5,0,0.28,2026-03-22
CR0002756,C000580,308,8,0,5,0.09,2025-07-16
CR0002757,C000329,601,14,10,2,0.15,2025-08-05
CR0002758,C000909,527,1,6,4,0.63,2026-06-25
CR0002759,C000924,731,14,2,2,0.09,2026-02-20
CR0002760,C000418,824,8,1,0,0.05,2026-02-04
CR0002761,C000705,721,7,8,4,0.1,2026-04-09
CR0002762,C000419,578,13,1,3,0.17,2025-06-22
CR0002763,C000362,444,1,7,3,0.2,2026-05-27
CR0002764,C000416,813,12,1,0,0.37,2025-09-17
CR0002765,C000960,465,3,3,1,0.55,2026-05-30
CR0002766,C000614,485,3,8,1,0.31,2026-07-03
CR0002767,C000235,848,5,7,2,0.83,2025-01-19
CR0002768,C000677,838,4,5,4,0.58,2026-01-11
CR0002769,C000882,604,1,0,2,0.13,2025-02-23
CR0002770,C000946,867,5,7,4,0.77,2025-04-23
CR0002771,C000776,533,6,1,5,0.15,2026-03-06
CR0002772,C000488,552,6,10,0,0.79,2026-04-20
CR0002773,C000437,621,4,5,3,0.88,2024-11-21
CR0002774,C000994,468,13,10,4,0.58,2026-02-16
CR0002775,C000047,307,13,6,2,0.16,2025-09-26
CR0002776,C000863,668,8,8,0,0.59,2024-12-25
CR0002777,C000229,775,9,3,0,0.16,2025-01-28
CR0002778,C000038,853,1,1,0,0.86,2025-02-17
CR0002779,C000874,404,10,4,5,0.9,2025-01-15
CR0002780,C000768,548,5,1,4,0.35,2025-12-30
CR0002781,C000749,429,13,8,0,0.89,2025-10-03
CR0002782,C000159,568,5,7,4,0.42,2024-12-03
CR0002783,C000727,765,5,10,1,0.55,2026-05-25
CR0002784,C000407,479,2,10,4,0.66,2025-08-05
CR0002785,C000905,528,1,6,1,0.73,2025-10-04
CR0002786,C000504,809,15,8,5,0.69,2025-05-09
CR0002787,C000504,325,11,3,3,0.55,2025-03-17
CR0002788,C000795,418,11,2,0,0.25,2025-02-25
CR0002789,C000275,755,5,3,5,0.41,2025-11-22
CR0002790,C000049,889,1,5,2,0.55,2024-10-22
CR0002791,C000273,652,15,7,2,0.58,2024-09-30
CR0002792,C000775,613,12,0,4,0.73,2025-06-21
CR0002793,C000543,491,10,0,3,0.59,2026-08-01
CR0002794,C000162,740,10,10,0,0.67,2025-04-06
CR0002795,C000217,667,15,2,4,0.6,2025-06-20
CR0002796,C000740,856,7,0,3,0.11,2026-02-23
CR0002797,C000383,349,7,5,3,0.46,2025-01-17
CR0002798,C000499,539,8,4,2,0.45,2025-01-29
CR0002799,C000225,344,2,6,2,0.18,2026-06-21
CR0002800,C000791,724,2,3,3,0.65,2026-07-15
CR0002801,C000050,370,5,9,4,0.1,2026-08-11
CR0002802,C000525,666,4,10,0,0.51,2025-10-12
CR0002803,C000567,499,8,6,4,0.6,2024-10-10
CR0002804,C000696,707,5,4,2,0.46,2026-06-04
CR0002805,C000885,810,14,2,2,0.77,2024-11-04
CR0002806,C000441,309,9,4,5,0.22,2025-06-05
CR0002807,C000561,444,15,4,1,0.24,2025-08-16
CR0002808,C000792,824,1,0,2,0.12,2024-12-13
CR0002809,C000670,429,5,1,5,0.35,2026-01-08
CR0002810,C000166,552,14,6,4,0.15,2025-03-11
CR0002811,C000073,847,6,5,3,0.3,2024-12-18
CR0002812,C000174,898,15,0,3,0.21,2025-11-26
CR0002813,C000441,810,10,6,0,0.2,2025-03-09
CR0002814,C000814,468,6,7,0,0.27,2025-09-28
CR0002815,C000724,518,4,10,1,0.61,2025-04-04
CR0002816,C000940,646,11,9,2,0.37,2025-06-07
CR0002817,C000970,527,14,1,2,0.63,2026-05-18
CR0002818,C000555,442,9,6,1,0.09,2025-06-18
CR0002819,C000578,320,15,2,4,0.44,2026-05-06
CR0002820,C000883,488,15,9,4,0.13,2024-10-22
CR0002821,C000253,461,2,7,2,0.91,2026-05-07
CR0002822,C000968,442,14,2,0,0.32,2026-07-29
CR0002823,C000328,717,8,8,1,0.86,2025-11-22
CR0002824,C000463,667,11,3,4,0.21,2025-04-11
CR0002825,C000406,715,7,9,1,0.48,2026-08-13
CR0002826,C000354,305,7,3,1,0.79,2025-01-11
CR0002827,C000064,333,4,1,1,0.58,2026-07-10
CR0002828,C000312,812,1,4,4,0.75,2026-03-06
CR0002829,C000529,666,1,2,1,0.09,2026-07-26
CR0002830,C000111,397,11,9,0,0.15,2025-10-21
CR0002831,C000497,545,11,3,1,0.39,2025-12-29
CR0002832,C000962,531,8,9,3,0.13,2026-02-18
CR0002833,C000643,363,1,0,5,0.07,2024-12-05
CR0002834,C000232,895,11,5,3,0.14,2026-03-18
CR0002835,C000512,449,3,5,3,0.69,2024-10-25
CR0002836,C000401,587,12,7,0,0.51,2026-09-05
CR0002837,C000555,677,6,9,2,0.05,2025-08-22
CR0002838,C000295,760,10,9,1,0.25,2026-05-29
CR0002839,C000120,592,13,5,5,0.77,2025-09-06
CR0002840,C000645,522,3,3,0,0.92,2026-07-01
CR0002841,C000125,779,8,8,0,0.31,2026-04-26
CR0002842,C000646,685,5,7,5,0.31,2024-12-11
CR0002843,C000907,550,8,0,5,0.16,2024-12-07
CR0002844,C000276,602,13,5,1,0.66,2026-05-16
CR0002845,C000626,406,15,1,5,0.46,2026-01-03
CR0002846,C000423,810,7,6,5,0.44,2026-01-02
CR0002847,C000787,359,6,2,5,0.47,2026-05-16
CR0002848,C000092,728,2,2,0,0.76,2026-07-14
CR0002849,C000059,463,9,1,5,0.63,2024-12-04
CR0002850,C000776,788,9,0,3,0.65,2026-06-17
CR0002851,C000486,361,3,2,1,0.11,2025-11-26
CR0002852,C000261,416,7,7,5,0.54,2024-10-18
CR0002853,C000410,752,1,6,5,0.79,2025-10-15
CR0002854,C000538,737,4,5,1,0.17,2024-12-06
CR0002855,C000458,503,11,7,0,0.54,2025-01-23
CR0002856,C000681,899,3,1,1,0.39,2026-01-18
CR0002857,C000240,829,12,4,5,0.51,2024-12-16
CR0002858,C000704,724,4,7,0,0.12,2026-07-24
CR0002859,C000495,455,10,4,1,0.07,2025-02-22
CR0002860,C000309,329,12,3,3,0.8,2026-08-24
CR0002861,C000870,551,10,8,4,0.87,2025-06-23
CR0002862,C000347,452,14,3,5,0.68,2025-01-15
CR0002863,C000198,512,3,4,3,0.36,2026-04-04
CR0002864,C000038,814,14,6,3,0.6,2025-04-30
CR0002865,C000514,429,8,8,5,0.28,2026-03-20
CR0002866,C000879,802,11,8,1,0.77,2025-08-24
CR0002867,C000941,808,7,5,4,0.11,2026-04-30
CR0002868,C000417,649,15,3,4,0.18,2025-10-13
CR0002869,C000972,396,2,4,5,0.83,2025-10-08
CR0002870,C000784,697,13,5,1,0.68,2026-04-07
CR0002871,C000891,702,5,2,3,0.45,2026-07-24
CR0002872,C000228,525,14,5,0,0.77,2024-12-02
CR0002873,C000984,799,3,4,2,0.9,2025-01-13
CR0002874,C000738,525,13,3,3,0.91,2026-01-31
CR0002875,C000974,674,11,6,2,0.89,2025-06-25
CR0002876,C000023,695,10,7,3,0.28,2025-06-02
CR0002877,C000265,751,9,4,4,0.43,2026-06-14
CR0002878,C000216,468,5,9,2,0.69,2025-01-01
CR0002879,C000982,423,1,4,3,0.61,2024-12-20
CR0002880,C000372,622,1,6,4,0.17,2026-07-07
CR0002881,C000104,881,7,5,3,0.53,2025-02-19
CR0002882,C000075,641,14,1,1,0.79,2025-08-23
CR0002883,C000916,355,14,6,1,0.73,2025-08-04
CR0002884,C000430,727,12,7,1,0.59,2026-05-06
