loan_id,customer_id,product_id,branch_id,application_date,approval_date,disbursement_date,loan_amount,interest_rate,tenure_months,loan_status
L0000876,C000904,LP003,BR007,2023-02-19,2023-02-23,2023-02-27,1131839,8.5,227,DEFAULT
L0000877,C000939,LP001,BR009,2024-08-15,2024-08-19,2024-08-22,189017,14.5,15,ACTIVE
L0000878,C000150,LP003,BR010,2025-07-25,2025-08-04,2025-08-08,2394868,8.5,171,ACTIVE
L0000879,C000840,LP001,BR003,2022-04-17,2022-04-27,2022-04-28,360307,14.5,33,ACTIVE
L0000880,C000785,LP005,BR005,2023-08-31,2023-09-02,2023-09-07,860104,12.0,28,ACTIVE
L0000881,C000430,LP005,BR008,2024-12-04,2024-12-11,2024-12-13,384187,12.0,14,ACTIVE
L0000882,C000759,LP003,BR001,2024-12-26,2025-01-04,2025-01-07,4131516,8.5,181,DEFAULT
L0000883,C000113,LP005,BR002,2022-10-31,2022-11-06,2022-11-08,454439,12.0,24,ACTIVE
L0000884,C000354,LP002,BR004,2022-08-19,2022-08-29,2022-09-03,1050489,10.5,82,CLOSED
L0000885,C000044,LP003,BR002,2021-11-06,2021-11-07,2021-11-12,2064802,8.5,159,ACTIVE
L0000886,C000554,LP001,BR003,2023-06-06,2023-06-10,2023-06-14,190475,14.5,52,DEFAULT
L0000887,C000543,LP001,BR005,2026-02-26,2026-03-08,2026-03-12,346808,14.5,58,ACTIVE
L0000888,C000881,LP001,BR004,2025-12-30,2026-01-08,2026-01-10,240984,14.5,41,CLOSED
L0000889,C000050,LP002,BR006,2025-04-12,2025-04-16,2025-04-18,729723,10.5,67,ACTIVE
L0000890,C000579,LP005,BR006,2022-12-24,2022-12-30,2022-12-31,684721,12.0,18,ACTIVE
L0000891,C000867,LP001,BR002,2022-07-12,2022-07-17,2022-07-20,388712,14.5,22,ACTIVE
L0000892,C000195,LP005,BR003,2023-03-21,2023-03-31,2023-04-02,445581,12.0,19,ACTIVE
L0000893,C000373,LP005,BR008,2025-10-03,2025-10-06,2025-10-08,49049,12.0,19,ACTIVE
L0000894,C000585,LP005,BR004,2022-01-15,2022-01-23,2022-01-27,607019,12.0,25,ACTIVE
L0000895,C000430,LP004,BR004,2026-03-25,2026-03-26,2026-03-28,434198,16.0,46,CLOSED
L0000896,C000535,LP003,BR009,2025-12-27,2025-12-28,2025-12-31,2830120,8.5,180,DEFAULT
L0000897,C000331,LP004,BR008,2022-09-16,2022-09-19,2022-09-20,1615137,16.0,74,ACTIVE
L0000898,C000483,LP002,BR005,2022-07-02,2022-07-03,2022-07-04,758306,10.5,50,ACTIVE
L0000899,C000143,LP005,BR009,2025-10-23,2025-10-30,2025-11-02,724299,12.0,33,ACTIVE
L0000900,C000321,LP005,BR001,2022-10-25,2022-11-01,2022-11-03,267507,12.0,15,DEFAULT
L0000901,C000423,LP001,BR007,2026-04-18,2026-04-27,2026-04-28,323656,14.5,54,DEFAULT
L0000902,C000012,LP003,BR008,2021-09-19,2021-09-28,2021-10-01,4664533,8.5,238,ACTIVE
L0000903,C000752,LP002,BR004,2025-05-18,2025-05-22,2025-05-27,356433,10.5,52,ACTIVE
L0000904,C000958,LP002,BR005,2026-02-23,2026-03-05,2026-03-09,594798,10.5,66,CLOSED
L0000905,C000588,LP005,BR005,2025-04-15,2025-04-18,2025-04-19,203662,12.0,18,ACTIVE
L0000906,C000578,LP004,BR003,2024-11-09,2024-11-17,2024-11-21,633318,16.0,87,ACTIVE
L0000907,C000284,LP005,BR010,2022-01-28,2022-02-05,2022-02-10,412906,12.0,34,ACTIVE
L0000908,C000536,LP005,BR004,2026-03-20,2026-03-26,2026-03-31,464366,12.0,27,CLOSED
L0000909,C000872,LP003,BR009,2025-05-10,2025-05-15,2025-05-17,3545048,8.5,133,ACTIVE
L0000910,C000834,LP002,BR005,2023-08-29,2023-09-03,2023-09-04,1453496,10.5,16,ACTIVE
L0000911,C000683,LP002,BR007,2025-10-22,2025-10-26,2025-10-29,1259154,10.5,61,ACTIVE
L0000912,C000051,LP003,BR006,2024-12-13,2024-12-19,2024-12-20,4987156,8.5,233,CLOSED
L0000913,C000643,LP004,BR001,2024-09-09,2024-09-17,2024-09-21,116496,16.0,62,ACTIVE
L0000914,C000737,LP004,BR010,2026-08-10,2026-08-15,2026-08-16,1825343,16.0,108,CLOSED
L0000915,C000785,LP002,BR010,2022-07-16,2022-07-21,2022-07-23,436020,10.5,68,ACTIVE
L0000916,C000866,LP005,BR003,2025-04-29,2025-05-06,2025-05-07,307348,12.0,14,ACTIVE
L0000917,C000422,LP002,BR001,2022-11-05,2022-11-13,2022-11-17,797769,10.5,66,ACTIVE
L0000918,C000514,LP001,BR004,2023-11-15,2023-11-18,2023-11-21,315465,14.5,16,ACTIVE
L0000919,C000670,LP005,BR008,2025-10-07,2025-10-14,2025-10-19,784654,12.0,29,ACTIVE
L0000920,C000886,LP001,BR010,2023-09-08,2023-09-16,2023-09-17,449494,14.5,15,CLOSED
L0000921,C000136,LP001,BR001,2022-06-03,2022-06-11,2022-06-13,51612,14.5,37,CLOSED
L0000922,C000927,LP003,BR009,2024-02-13,2024-02-18,2024-02-21,1189812,8.5,40,CLOSED
L0000923,C000562,LP005,BR003,2026-05-02,2026-05-06,2026-05-11,768226,12.0,36,CLOSED
L0000924,C000164,LP003,BR004,2025-03-08,2025-03-18,2025-03-22,3179314,8.5,127,ACTIVE
L0000925,C000561,LP002,BR004,2023-11-25,2023-11-28,2023-12-01,463811,10.5,53,ACTIVE
L0000926,C000137,LP005,BR009,2023-04-26,2023-04-30,2023-05-01,454631,12.0,23,CLOSED
L0000927,C000884,LP002,BR001,2021-10-02,2021-10-09,2021-10-13,1296195,10.5,40,ACTIVE
L0000928,C000203,LP002,BR001,2021-10-08,2021-10-09,2021-10-14,1457081,10.5,41,ACTIVE
L0000929,C000377,LP001,BR003,2026-08-16,2026-08-24,2026-08-26,187249,14.5,56,CLOSED
L0000930,C000883,LP005,BR007,2026-02-25,2026-02-26,2026-03-02,668024,12.0,25,DEFAULT
L0000931,C000834,LP001,BR007,2022-09-17,2022-09-22,2022-09-24,96693,14.5,35,CLOSED
L0000932,C000753,LP004,BR001,2026-02-16,2026-02-26,2026-02-27,129601,16.0,103,DEFAULT
L0000933,C000863,LP002,BR004,2021-10-08,2021-10-15,2021-10-19,1136305,10.5,27,CLOSED
L0000934,C000233,LP002,BR003,2024-11-24,2024-11-28,2024-11-30,658267,10.5,48,ACTIVE
L0000935,C000021,LP003,BR008,2023-06-16,2023-06-23,2023-06-25,4118078,8.5,231,CLOSED
L0000936,C000645,LP005,BR004,2024-05-24,2024-06-03,2024-06-05,884119,12.0,21,CLOSED
L0000937,C000097,LP004,BR001,2025-03-09,2025-03-16,2025-03-18,956737,16.0,113,CLOSED
L0000938,C000537,LP001,BR008,2024-10-15,2024-10-16,2024-10-19,187258,14.5,27,DEFAULT
L0000939,C000962,LP002,BR003,2022-08-13,2022-08-21,2022-08-23,875186,10.5,70,ACTIVE
L0000940,C000805,LP004,BR007,2023-01-09,2023-01-10,2023-01-14,379350,16.0,53,ACTIVE
L0000941,C000537,LP003,BR004,2025-05-01,2025-05-05,2025-05-09,4050821,8.5,200,DEFAULT
L0000942,C000636,LP004,BR009,2023-11-13,2023-11-18,2023-11-19,299815,16.0,83,ACTIVE
L0000943,C000100,LP002,BR010,2023-12-06,2023-12-07,2023-12-10,592498,10.5,72,ACTIVE
L0000944,C000594,LP003,BR009,2026-04-08,2026-04-18,2026-04-23,881781,8.5,13,ACTIVE
L0000945,C000183,LP005,BR001,2025-04-23,2025-05-02,2025-05-07,419442,12.0,21,ACTIVE
L0000946,C000525,LP004,BR004,2026-07-06,2026-07-12,2026-07-14,1971133,16.0,83,ACTIVE
L0000947,C000408,LP004,BR007,2024-10-26,2024-11-05,2024-11-07,645871,16.0,33,DEFAULT
L0000948,C000726,LP004,BR009,2024-01-20,2024-01-28,2024-01-31,1941082,16.0,71,CLOSED
L0000949,C000714,LP001,BR009,2025-02-01,2025-02-03,2025-02-06,422378,14.5,45,ACTIVE
L0000950,C000504,LP003,BR007,2023-06-10,2023-06-13,2023-06-16,1480142,8.5,92,ACTIVE
L0000951,C000140,LP002,BR008,2025-03-22,2025-03-25,2025-03-29,689301,10.5,58,ACTIVE
L0000952,C000231,LP001,BR008,2026-05-28,2026-06-02,2026-06-05,371352,14.5,60,ACTIVE
L0000953,C000838,LP002,BR008,2026-06-14,2026-06-23,2026-06-26,1013887,10.5,33,ACTIVE
L0000954,C000257,LP003,BR001,2025-10-23,2025-10-31,2025-11-02,4190900,8.5,25,CLOSED
L0000955,C000850,LP001,BR002,2023-03-25,2023-03-28,2023-03-29,170513,14.5,23,ACTIVE
L0000956,C000641,LP004,BR008,2024-11-09,2024-11-17,2024-11-20,442999,16.0,102,ACTIVE
L0000957,C000595,LP005,BR001,2026-06-19,2026-06-26,2026-06-27,958659,12.0,27,ACTIVE
L0000958,C000256,LP003,BR004,2026-06-06,2026-06-14,2026-06-17,4570148,8.5,129,ACTIVE
L0000959,C000789,LP005,BR002,2025-10-27,2025-10-29,2025-10-31,149660,12.0,23,ACTIVE
L0000960,C000103,LP004,BR009,2023-11-13,2023-11-17,2023-11-20,478860,16.0,118,CLOSED
L0000961,C000101,LP002,BR008,2024-04-25,2024-05-04,2024-05-07,1281215,10.5,39,DEFAULT
L0000962,C000329,LP004,BR007,2026-08-15,2026-08-16,2026-08-21,1708196,16.0,85,CLOSED
L0000963,C000880,LP004,BR008,2024-08-20,2024-08-27,2024-08-28,616229,16.0,110,ACTIVE
L0000964,C000889,LP002,BR002,2025-02-03,2025-02-05,2025-02-08,154446,10.5,48,ACTIVE
L0000965,C000233,LP002,BR004,2022-11-18,2022-11-25,2022-11-28,1338029,10.5,25,ACTIVE
L0000966,C000075,LP004,BR002,2022-09-20,2022-09-23,2022-09-24,270001,16.0,70,ACTIVE
L0000967,C000065,LP001,BR009,2023-08-30,2023-09-07,2023-09-10,361534,14.5,54,ACTIVE
L0000968,C000319,LP002,BR004,2025-07-04,2025-07-10,2025-07-11,1476094,10.5,69,ACTIVE
L0000969,C000554,LP002,BR001,2023-01-31,2023-02-10,2023-02-12,543268,10.5,18,ACTIVE
L0000970,C000055,LP004,BR008,2022-07-24,2022-07-30,2022-07-31,1659861,16.0,21,DEFAULT
L0000971,C000924,LP003,BR004,2023-07-14,2023-07-24,2023-07-28,1276374,8.5,114,ACTIVE
L0000972,C000767,LP002,BR001,2026-01-12,2026-01-15,2026-01-17,936590,10.5,23,ACTIVE
L0000973,C000420,LP001,BR001,2025-02-11,2025-02-15,2025-02-17,253687,14.5,37,ACTIVE
L0000974,C000337,LP003,BR009,2024-08-02,2024-08-05,2024-08-06,3004390,8.5,137,ACTIVE
L0000975,C000028,LP003,BR002,2026-05-23,2026-05-28,2026-06-02,1601312,8.5,103,ACTIVE
L0000976,C000115,LP004,BR006,2022-02-24,2022-03-02,2022-03-07,519160,16.0,74,ACTIVE
L0000977,C000347,LP005,BR004,2023-01-28,2023-02-04,2023-02-08,301521,12.0,30,DEFAULT
L0000978,C000983,LP003,BR004,2025-01-06,2025-01-13,2025-01-14,4044491,8.5,219,ACTIVE
L0000979,C000179,LP001,BR002,2021-10-02,2021-10-12,2021-10-14,277596,14.5,52,ACTIVE
L0000980,C000257,LP005,BR007,2022-06-26,2022-06-28,2022-06-29,558277,12.0,22,ACTIVE
L0000981,C000276,LP002,BR010,2022-12-11,2022-12-15,2022-12-17,1138766,10.5,79,DEFAULT
L0000982,C000113,LP004,BR004,2025-09-20,2025-09-22,2025-09-25,1081926,16.0,67,ACTIVE
L0000983,C000680,LP004,BR007,2025-05-30,2025-06-07,2025-06-10,411650,16.0,28,ACTIVE
L0000984,C000028,LP004,BR003,2022-06-16,2022-06-20,2022-06-25,997018,16.0,49,DEFAULT
L0000985,C000006,LP004,BR004,2022-04-03,2022-04-04,2022-04-09,260500,16.0,17,DEFAULT
L0000986,C000927,LP003,BR008,2023-12-12,2023-12-14,2023-12-19,4064432,8.5,117,ACTIVE
L0000987,C000658,LP001,BR004,2023-08-06,2023-08-14,2023-08-19,476154,14.5,28,ACTIVE
L0000988,C000996,LP003,BR003,2024-11-11,2024-11-16,2024-11-21,1185932,8.5,208,DEFAULT
L0000989,C000392,LP005,BR007,2022-05-22,2022-05-23,2022-05-24,796487,12.0,33,ACTIVE
L0000990,C000335,LP003,BR008,2022-01-11,2022-01-14,2022-01-16,3796365,8.5,23,ACTIVE
L0000991,C000439,LP001,BR002,2024-12-23,2024-12-30,2025-01-02,214598,14.5,49,ACTIVE
L0000992,C000443,LP004,BR005,2025-02-11,2025-02-19,2025-02-24,1794150,16.0,45,ACTIVE
L0000993,C000783,LP002,BR008,2026-02-20,2026-02-23,2026-02-25,488156,10.5,22,DEFAULT
L0000994,C000921,LP005,BR006,2024-02-23,2024-02-28,2024-02-29,474871,12.0,29,ACTIVE
L0000995,C000011,LP005,BR007,2022-03-13,2022-03-14,2022-03-18,142346,12.0,12,CLOSED
L0000996,C000055,LP003,BR005,2023-03-14,2023-03-22,2023-03-26,3898154,8.5,234,DEFAULT
L0000997,C000657,LP001,BR009,2025-11-29,2025-12-07,2025-12-10,374271,14.5,51,ACTIVE
L0000998,C000979,LP005,BR003,2025-06-10,2025-06-17,2025-06-20,111892,12.0,16,CLOSED
L0000999,C000651,LP002,BR005,2021-10-19,2021-10-20,2021-10-22,334697,10.5,14,CLOSED
L0001000,C000147,LP004,BR005,2023-06-04,2023-06-05,2023-06-07,1108975,16.0,95,CLOSED
L0001001,C000903,LP001,BR001,2026-02-11,2026-02-15,2026-02-19,491497,14.5,52,DEFAULT
L0001002,C000479,LP004,BR002,2024-02-21,2024-02-25,2024-02-26,731070,16.0,110,ACTIVE
L0001003,C000969,LP002,BR003,2023-05-14,2023-05-17,2023-05-21,984744,10.5,14,ACTIVE
L0001004,C000380,LP005,BR008,2021-12-29,2022-01-01,2022-01-03,794668,12.0,34,ACTIVE
L0001005,C000060,LP001,BR007,2026-01-19,2026-01-27,2026-01-31,60290,14.5,40,DEFAULT
L0001006,C000707,LP004,BR004,2026-02-04,2026-02-08,2026-02-10,718306,16.0,84,ACTIVE
L0001007,C000093,LP005,BR007,2023-09-05,2023-09-06,2023-09-09,28256,12.0,15,ACTIVE
L0001008,C000422,LP002,BR006,2023-02-24,2023-03-03,2023-03-07,1313540,10.5,82,ACTIVE
L0001009,C000366,LP001,BR007,2022-01-06,2022-01-07,2022-01-11,259547,14.5,43,DEFAULT
L0001010,C000484,LP005,BR005,2024-10-07,2024-10-17,2024-10-22,731634,12.0,27,CLOSED
L0001011,C000230,LP003,BR006,2023-09-29,2023-09-30,2023-10-05,659548,8.5,120,DEFAULT
L0001012,C000736,LP003,BR007,2021-09-16,2021-09-22,2021-09-27,1032765,8.5,80,ACTIVE
L0001013,C000992,LP002,BR003,2023-01-18,2023-01-26,2023-01-27,1137647,10.5,56,ACTIVE
L0001014,C000316,LP001,BR009,2022-06-12,2022-06-19,2022-06-20,134585,14.5,30,CLOSED
L0001015,C000104,LP005,BR002,2024-01-21,2024-01-29,2024-02-01,479392,12.0,19,DEFAULT
L0001016,C000150,LP004,BR009,2025-02-07,2025-02-11,2025-02-16,1536494,16.0,55,DEFAULT
L0001017,C000824,LP002,BR007,2024-09-17,2024-09-25,2024-09-27,715291,10.5,61,ACTIVE
L0001018,C000565,LP002,BR008,2025-01-25,2025-01-31,2025-02-04,439792,10.5,38,ACTIVE
L0001019,C000314,LP005,BR001,2025-02-26,2025-02-28,2025-03-04,155367,12.0,17,CLOSED
L0001020,C000970,LP001,BR007,2023-05-31,2023-06-03,2023-06-08,308047,14.5,18,ACTIVE
L0001021,C000363,LP001,BR002,2026-02-10,2026-02-18,2026-02-21,173060,14.5,25,DEFAULT
L0001022,C000553,LP003,BR005,2021-11-02,2021-11-03,2021-11-04,3509721,8.5,237,ACTIVE
L0001023,C000969,LP002,BR005,2022-04-17,2022-04-23,2022-04-25,466403,10.5,76,ACTIVE
L0001024,C000248,LP001,BR003,2022-06-23,2022-06-25,2022-06-28,275769,14.5,19,DEFAULT
L0001025,C000442,LP002,BR009,2026-05-20,2026-05-24,2026-05-25,1278560,10.5,40,ACTIVE
L0001026,C000334,LP001,BR004,2024-02-16,2024-02-21,2024-02-24,461506,14.5,34,ACTIVE
L0001027,C000452,LP005,BR007,2026-06-19,2026-06-28,2026-07-01,959857,12.0,16,DEFAULT
L0001028,C000505,LP001,BR003,2024-09-01,2024-09-11,2024-09-12,420359,14.5,15,ACTIVE
L0001029,C000883,LP004,BR007,2024-08-30,2024-09-07,2024-09-08,322071,16.0,112,DEFAULT
L0001030,C000407,LP001,BR003,2024-01-23,2024-02-02,2024-02-03,481808,14.5,47,ACTIVE
L0001031,C000471,LP004,BR005,2023-08-20,2023-08-29,2023-08-30,450321,16.0,92,ACTIVE
L0001032,C000879,LP002,BR003,2023-05-13,2023-05-17,2023-05-20,429321,10.5,49,ACTIVE
L0001033,C000790,LP002,BR008,2025-07-29,2025-08-07,2025-08-11,308235,10.5,31,ACTIVE
L0001034,C000864,LP004,BR008,2025-02-22,2025-02-28,2025-03-02,357915,16.0,120,CLOSED
L0001035,C000864,LP004,BR002,2026-08-07,2026-08-15,2026-08-19,1713169,16.0,110,ACTIVE
L0001036,C000362,LP003,BR002,2021-09-30,2021-10-04,2021-10-08,3363200,8.5,85,DEFAULT
L0001037,C000365,LP005,BR006,2023-12-06,2023-12-09,2023-12-10,298937,12.0,23,ACTIVE
L0001038,C000022,LP004,BR006,2023-03-13,2023-03-19,2023-03-21,417951,16.0,108,DEFAULT
L0001039,C000307,LP002,BR009,2025-03-03,2025-03-10,2025-03-12,389395,10.5,66,ACTIVE
L0001040,C000390,LP004,BR009,2026-01-05,2026-01-12,2026-01-16,1887592,16.0,78,ACTIVE
L0001041,C000484,LP005,BR001,2022-08-12,2022-08-13,2022-08-17,172656,12.0,36,ACTIVE
L0001042,C000685,LP005,BR009,2026-06-17,2026-06-26,2026-06-27,108896,12.0,22,ACTIVE
L0001043,C000008,LP005,BR004,2022-04-28,2022-05-05,2022-05-07,475157,12.0,13,ACTIVE
L0001044,C000672,LP004,BR007,2025-12-27,2025-12-28,2025-12-30,1992703,16.0,85,ACTIVE
L0001045,C000614,LP003,BR010,2024-03-18,2024-03-27,2024-03-30,4017387,8.5,114,DEFAULT
L0001046,C000327,LP004,BR007,2024-08-07,2024-08-12,2024-08-15,821750,16.0,13,ACTIVE
L0001047,C000172,LP004,BR007,2022-09-14,2022-09-23,2022-09-28,407991,16.0,101,ACTIVE
L0001048,C000433,LP002,BR008,2026-01-27,2026-02-04,2026-02-06,1241742,10.5,68,ACTIVE
L0001049,C000198,LP005,BR007,2023-11-25,2023-12-02,2023-12-04,943768,12.0,21,ACTIVE
L0001050,C000600,LP004,BR002,2026-04-14,2026-04-15,2026-04-20,801482,16.0,61,CLOSED
L0001051,C000142,LP002,BR006,2026-08-07,2026-08-16,2026-08-21,695439,10.5,39,ACTIVE
L0001052,C000526,LP001,BR009,2023-11-02,2023-11-11,2023-11-16,213710,14.5,45,ACTIVE
L0001053,C000036,LP002,BR002,2025-06-22,2025-06-25,2025-06-26,158492,10.5,81,DEFAULT
L0001054,C000097,LP004,BR001,2024-11-30,2024-12-05,2024-12-07,1845310,16.0,111,ACTIVE
L0001055,C000684,LP003,BR007,2026-07-01,2026-07-08,2026-07-13,1426453,8.5,199,ACTIVE
L0001056,C000635,LP003,BR002,2025-10-27,2025-11-02,2025-11-05,4757213,8.5,102,ACTIVE
L0001057,C000675,LP004,BR005,2023-10-11,2023-10-12,2023-10-13,1041069,16.0,50,DEFAULT
L0001058,C000645,LP004,BR010,2024-08-06,2024-08-07,2024-08-11,810893,16.0,42,DEFAULT
L0001059,C000624,LP001,BR009,2025-08-11,2025-08-21,2025-08-26,492758,14.5,50,CLOSED
L0001060,C000501,LP002,BR004,2025-08-17,2025-08-23,2025-08-26,696714,10.5,29,ACTIVE
L0001061,C000886,LP003,BR005,2021-12-09,2021-12-18,2021-12-20,1382707,8.5,95,DEFAULT
L0001062,C000451,LP005,BR003,2025-10-22,2025-11-01,2025-11-03,882813,12.0,36,ACTIVE
L0001063,C000244,LP002,BR004,2022-09-12,2022-09-20,2022-09-21,407344,10.5,66,ACTIVE
L0001064,C000795,LP002,BR006,2023-11-26,2023-11-28,2023-11-29,230429,10.5,66,CLOSED
L0001065,C000832,LP002,BR004,2022-04-13,2022-04-21,2022-04-23,1035673,10.5,21,ACTIVE
L0001066,C000915,LP003,BR009,2024-12-17,2024-12-26,2024-12-30,4853226,8.5,211,ACTIVE
L0001067,C000333,LP002,BR003,2023-08-01,2023-08-06,2023-08-11,1146116,10.5,66,ACTIVE
L0001068,C000654,LP003,BR002,2023-08-31,2023-09-08,2023-09-12,1866024,8.5,48,DEFAULT
L0001069,C000576,LP004,BR003,2024-05-23,2024-05-26,2024-05-30,1591390,16.0,70,CLOSED
L0001070,C000882,LP001,BR008,2025-03-20,2025-03-29,2025-04-03,111896,14.5,56,CLOSED
L0001071,C000967,LP001,BR006,2024-09-17,2024-09-25,2024-09-29,67095,14.5,59,CLOSED
L0001072,C000026,LP002,BR004,2026-02-06,2026-02-15,2026-02-18,349070,10.5,64,ACTIVE
L0001073,C000293,LP001,BR009,2026-04-07,2026-04-09,2026-04-12,349769,14.5,30,ACTIVE
L0001074,C000672,LP005,BR006,2021-10-16,2021-10-25,2021-10-27,143461,12.0,23,ACTIVE
L0001075,C000762,LP001,BR007,2023-12-13,2023-12-19,2023-12-22,204130,14.5,43,ACTIVE
L0001076,C000571,LP003,BR003,2023-10-27,2023-10-30,2023-11-01,4037953,8.5,24,ACTIVE
L0001077,C000305,LP002,BR004,2024-02-25,2024-03-01,2024-03-03,483940,10.5,74,ACTIVE
L0001078,C000378,LP003,BR007,2022-07-01,2022-07-03,2022-07-08,3424679,8.5,29,ACTIVE
L0001079,C000555,LP001,BR006,2025-02-06,2025-02-13,2025-02-17,350448,14.5,31,DEFAULT
L0001080,C000162,LP002,BR010,2024-08-13,2024-08-21,2024-08-24,891267,10.5,72,DEFAULT
L0001081,C000636,LP004,BR004,2022-05-10,2022-05-13,2022-05-15,1158566,16.0,93,ACTIVE
L0001082,C000059,LP005,BR003,2026-06-04,2026-06-12,2026-06-16,176219,12.0,35,ACTIVE
L0001083,C000778,LP002,BR009,2023-03-24,2023-03-26,2023-03-31,1493562,10.5,64,ACTIVE
L0001084,C000206,LP003,BR004,2025-10-05,2025-10-09,2025-10-13,3343720,8.5,150,ACTIVE
L0001085,C000555,LP002,BR010,2024-05-18,2024-05-26,2024-05-29,1454585,10.5,23,CLOSED
L0001086,C000323,LP002,BR003,2024-09-18,2024-09-19,2024-09-24,1421434,10.5,51,DEFAULT
L0001087,C000751,LP001,BR001,2023-07-27,2023-07-29,2023-08-03,94644,14.5,24,DEFAULT
L0001088,C000065,LP003,BR003,2026-08-03,2026-08-12,2026-08-17,943542,8.5,157,DEFAULT
L0001089,C000466,LP002,BR009,2023-12-30,2024-01-03,2024-01-07,1154109,10.5,14,ACTIVE
L0001090,C000443,LP005,BR008,2023-04-06,2023-04-15,2023-04-17,39895,12.0,20,CLOSED
L0001091,C000482,LP003,BR009,2023-04-29,2023-05-03,2023-05-08,4226466,8.5,33,DEFAULT
L0001092,C000020,LP002,BR007,2025-12-14,2025-12-24,2025-12-27,942631,10.5,17,ACTIVE
L0001093,C000442,LP003,BR002,2023-05-29,2023-05-30,2023-06-02,4165967,8.5,58,ACTIVE
L0001094,C000008,LP004,BR007,2023-09-15,2023-09-16,2023-09-21,765599,16.0,60,ACTIVE
L0001095,C000094,LP003,BR008,2023-10-08,2023-10-10,2023-10-11,1333270,8.5,150,CLOSED
L0001096,C000747,LP002,BR009,2023-12-19,2023-12-24,2023-12-26,483084,10.5,44,ACTIVE
L0001097,C000894,LP004,BR002,2023-06-20,2023-06-23,2023-06-26,954120,16.0,98,CLOSED
L0001098,C000841,LP004,BR002,2023-08-29,2023-08-30,2023-09-04,782184,16.0,35,ACTIVE
L0001099,C000442,LP003,BR009,2023-06-07,2023-06-08,2023-06-11,3771051,8.5,37,ACTIVE
L0001100,C000255,LP005,BR007,2023-10-31,2023-11-03,2023-11-07,956389,12.0,22,ACTIVE
L0001101,C000608,LP003,BR002,2024-09-26,2024-10-03,2024-10-04,935185,8.5,63,CLOSED
L0001102,C000437,LP002,BR002,2023-01-13,2023-01-23,2023-01-28,595957,10.5,75,DEFAULT
L0001103,C000815,LP004,BR010,2022-08-13,2022-08-22,2022-08-26,341343,16.0,46,ACTIVE
L0001104,C000831,LP001,BR002,2022-09-23,2022-09-29,2022-10-03,339994,14.5,38,ACTIVE
L0001105,C000303,LP001,BR009,2022-05-17,2022-05-25,2022-05-26,263644,14.5,52,CLOSED
L0001106,C000609,LP003,BR005,2025-11-24,2025-11-25,2025-11-28,1351522,8.5,75,DEFAULT
L0001107,C000411,LP003,BR009,2021-10-06,2021-10-09,2021-10-12,3912032,8.5,126,ACTIVE
L0001108,C000920,LP003,BR002,2026-04-25,2026-05-04,2026-05-06,1694261,8.5,107,DEFAULT
L0001109,C000897,LP004,BR007,2022-01-25,2022-01-28,2022-01-30,1227293,16.0,66,DEFAULT
L0001110,C000231,LP002,BR008,2025-10-23,2025-10-31,2025-11-01,102099,10.5,71,DEFAULT
L0001111,C000056,LP003,BR001,2024-11-12,2024-11-17,2024-11-19,504554,8.5,27,ACTIVE
L0001112,C000817,LP004,BR006,2024-05-22,2024-05-27,2024-06-01,626152,16.0,119,ACTIVE
L0001113,C000492,LP005,BR008,2025-11-23,2025-11-29,2025-12-01,633583,12.0,28,ACTIVE
L0001114,C000076,LP001,BR010,2026-08-05,2026-08-06,2026-08-08,437544,14.5,46,DEFAULT
L0001115,C000347,LP005,BR005,2024-01-17,2024-01-19,2024-01-22,114073,12.0,24,ACTIVE
L0001116,C000375,LP003,BR002,2025-11-18,2025-11-21,2025-11-26,2844266,8.5,236,ACTIVE
L0001117,C000131,LP003,BR005,2023-04-07,2023-04-11,2023-04-16,4734739,8.5,217,ACTIVE
L0001118,C000426,LP003,BR008,2026-01-21,2026-01-27,2026-01-30,4297674,8.5,81,CLOSED
L0001119,C000049,LP001,BR004,2024-02-03,2024-02-09,2024-02-12,160427,14.5,41,DEFAULT
L0001120,C000865,LP001,BR009,2025-02-03,2025-02-09,2025-02-10,412726,14.5,20,ACTIVE
L0001121,C000533,LP004,BR006,2023-08-07,2023-08-17,2023-08-21,108974,16.0,13,CLOSED
L0001122,C000772,LP005,BR003,2026-08-12,2026-08-19,2026-08-24,958756,12.0,34,ACTIVE
L0001123,C000432,LP002,BR008,2022-10-19,2022-10-26,2022-10-31,270181,10.5,21,DEFAULT
L0001124,C000494,LP005,BR010,2022-03-03,2022-03-04,2022-03-08,724900,12.0,15,ACTIVE
L0001125,C000440,LP004,BR007,2026-03-07,2026-03-14,2026-03-19,850708,16.0,61,CLOSED
L0001126,C000348,LP002,BR007,2025-04-22,2025-04-23,2025-04-24,1070336,10.5,59,CLOSED
L0001127,C000327,LP005,BR004,2025-10-11,2025-10-19,2025-10-20,252281,12.0,35,ACTIVE
L0001128,C000154,LP002,BR006,2026-04-23,2026-04-28,2026-05-01,501629,10.5,23,DEFAULT
L0001129,C000674,LP003,BR003,2021-12-26,2021-12-31,2022-01-02,2465098,8.5,138,ACTIVE
L0001130,C000599,LP002,BR001,2025-12-25,2025-12-26,2025-12-29,1133555,10.5,38,ACTIVE
L0001131,C000333,LP002,BR009,2024-08-29,2024-09-02,2024-09-06,332671,10.5,47,DEFAULT
L0001132,C000755,LP002,BR004,2025-01-21,2025-01-30,2025-02-03,457516,10.5,82,CLOSED
